cif,formula,energy
Cr2Ag2As4S12_13_4293.vasp,Cr2Ag2As4S12,-50.69197955
Cr2Ag2As4Se12_13_4294.vasp,Cr2Ag2As4Se12,-40.9278067
Cr2Ag2O8_51_4295.vasp,Cr2Ag2O8,-43.11684245
Cr2Ag2P4O12_13_4296.vasp,Cr2Ag2P4O12,-91.43460511
Cr2Ag2P4O12_4_4297.vasp,Cr2Ag2P4O12,-91.08037317
Cr2Ag2P4S12_13_4298.vasp,Cr2Ag2P4S12,-57.68340423
Cr2Ag2P4Se12_13_4299.vasp,Cr2Ag2P4Se12,-46.9731894
Cr2Ag2S8_51_4300.vasp,Cr2Ag2S8,-25.12092978
Cr2Ag2Sb4S12_13_4301.vasp,Cr2Ag2Sb4S12,-47.74913258
Cr2Ag2Sb4Se12_13_4302.vasp,Cr2Ag2Sb4Se12,-37.09066298
Cr2Ag2Sb4Te12_13_4303.vasp,Cr2Ag2Sb4Te12,-27.11388367
Cr2Ag2Te12As4_13_4304.vasp,Cr2Ag2Te12As4,-30.89791276
Cr2Ag2Te12P4_13_4305.vasp,Cr2Ag2Te12P4,-34.42637851
Cr2As2_12_4312.vasp,Cr2As2,-12.04042043
Cr2As2O10_129_4306.vasp,Cr2As2O10,-63.09957869
Cr2As2O6_162_4307.vasp,Cr2As2O6,-47.25882903
Cr2As2S10_129_4308.vasp,Cr2As2S10,-40.23508997
Cr2As2S6_157_4309.vasp,Cr2As2S6,-29.56870749
Cr2As2S6_162_4310.vasp,Cr2As2S6,-30.71753563
Cr2As2Se6_157_4311.vasp,Cr2As2Se6,-25.62432954
Cr2As4_2_4315.vasp,Cr2As4,-18.74861694
Cr2Au1O6_1_4316.vasp,Cr2Au1O6,-36.09274938
Cr2As4Au2O12_13_4313.vasp,Cr2As4Au2O12,-74.88195858
Cr2As4Au2S12_13_4314.vasp,Cr2As4Au2S12,-49.42509369
Cr2Au2O8_51_4317.vasp,Cr2Au2O8,-42.05941177
Cr2Au2S8_51_4318.vasp,Cr2Au2S8,-25.40662728
Cr2B1Cl2_164_4319.vasp,Cr2B1Cl2,-14.47024997
Cr2B1H2_164_4321.vasp,Cr2B1H2,-18.02222259
Cr2B1H2S2_164_4320.vasp,Cr2B1H2S2,-24.28925848
Cr2B1O2_164_4322.vasp,Cr2B1O2,-23.37745605
Cr2B1S2_164_4324.vasp,Cr2B1S2,-19.06893583
Cr2B1S2F2_164_4323.vasp,Cr2B1S2F2,-21.12233649
Cr2B1Se2_164_4325.vasp,Cr2B1Se2,-17.22853804
Cr2B1Te2_164_4326.vasp,Cr2B1Te2,-14.84104815
Cr2Bi2_12_4327.vasp,Cr2Bi2,-6.57323521
Cr2Bi4_2_4328.vasp,Cr2Bi4,-9.01848128
Cr2Br10_2_4329.vasp,Cr2Br10,-9.15376278
Cr2Br2Cl2_7_4330.vasp,Cr2Br2Cl2,-10.11205404
Cr2Br2O2_59_4332.vasp,Cr2Br2O2,-20.34546628
Cr2Br6_162_4335.vasp,Cr2Br6,-8.78200081
Cr2C1_164_4346.vasp,Cr2C1,-12.39668648
Cr2C1Cl2_164_4339.vasp,Cr2C1Cl2,-17.04048738
Cr2C1F2_164_4340.vasp,Cr2C1F2,-19.96980734
Cr2C1O2_164_4342.vasp,Cr2C1O2,-25.04645535
Cr2C1O2F2_164_4341.vasp,Cr2C1O2F2,-23.61025099
Cr2C1S2_164_4344.vasp,Cr2C1S2,-21.01375566
Cr2C1S2F2_164_4343.vasp,Cr2C1S2F2,-22.68110202
Cr2C1Se2_164_4345.vasp,Cr2C1Se2,-19.20051702
Cr2C2F2_59_4347.vasp,Cr2C2F2,-24.74366481
Cr2Cd2O6_12_4348.vasp,Cr2Cd2O6,-33.93318108
Cr2Cl10_10_4349.vasp,Cr2Cl10,-14.37426916
Cr2Cl2_129_4351.vasp,Cr2Cl2,-6.61664921
Cr2Cl2O2_59_4350.vasp,Cr2Cl2O2,-21.86859882
Cr2Cl4_14_4353.vasp,Cr2Cl4,-13.16059019
Cr2Cl6_162_4354.vasp,Cr2Cl6,-13.01925371
Cr2Cl6_189_4355.vasp,Cr2Cl6,-13.29585241
Cr2Cl8_1_4356.vasp,Cr2Cl8,-14.98201732
Cr2Co1S4_164_4357.vasp,Cr2Co1S4,-22.52695226
Cr2Co1Se4_164_4358.vasp,Cr2Co1Se4,-17.98058765
Cr2Co1Te4_164_4359.vasp,Cr2Co1Te4,-13.2578545
Cr2Cu1O6_12_4360.vasp,Cr2Cu1O6,-37.37618365
Cr2Cu1S6_2_4362.vasp,Cr2Cu1S6,-22.6832514
Cr2Cu2As4O12_4_4363.vasp,Cr2Cu2As4O12,-74.91628956
Cr2Cu2O8_51_4366.vasp,Cr2Cu2O8,-45.76028315
Cr2Cu2P4O12_4_4367.vasp,Cr2Cu2P4O12,-92.14859001
Cr2Cu2P4S12_1_4368.vasp,Cr2Cu2P4S12,-57.07816471
Cr2Cu2P4S12_2_4369.vasp,Cr2Cu2P4S12,-59.32744668
Cr2Cu2P4Se12_13_4370.vasp,Cr2Cu2P4Se12,-47.66276999
Cr2Cu2S8_51_4371.vasp,Cr2Cu2S8,-26.68661628
Cr2Cu2Sb4S12_13_4372.vasp,Cr2Cu2Sb4S12,-49.21825245
Cr2Cu2Sb4Se12_13_4373.vasp,Cr2Cu2Sb4Se12,-38.88484984
Cr2Cu2Sb4Te12_13_4374.vasp,Cr2Cu2Sb4Te12,-26.87883043
Cr2Cu2Te12As4_13_4375.vasp,Cr2Cu2Te12As4,-30.79106689
Cr2Cu2Te12P4_13_4376.vasp,Cr2Cu2Te12P4,-34.40550912
Cr2Cu4O12_59_4377.vasp,Cr2Cu4O12,-57.2949178
Cr2F10_25_4378.vasp,Cr2F10,-30.22169688
Cr2F2_129_4379.vasp,Cr2F2,-8.2523537
Cr2F2_164_4380.vasp,Cr2F2,-12.22563734
Cr2F4_14_4381.vasp,Cr2F4,-19.54459314
Cr2F6_162_4383.vasp,Cr2F6,-22.64351988
Cr2F6_191_4382.vasp,Cr2F6,-23.13770085
Cr2F8_1_4385.vasp,Cr2F8,-28.99283695
Cr2F8_14_4384.vasp,Cr2F8,-28.99294456
Cr2Ge2S6_162_4387.vasp,Cr2Ge2S6,-30.94386256
Cr2Ge2Se6_162_4388.vasp,Cr2Ge2Se6,-25.97351182
Cr2Ge2Te6_162_4389.vasp,Cr2Ge2Te6,-18.35757431
Cr2H2_164_4402.vasp,Cr2H2,-12.22991678
Cr2H2C1_164_4396.vasp,Cr2H2C1,-19.9746224
Cr2H2C1O2_164_4394.vasp,Cr2H2C1O2,-32.61037408
Cr2H2C1S2_164_4395.vasp,Cr2H2C1S2,-26.28288344
Cr2H2N1_164_4398.vasp,Cr2H2N1,-19.97082922
Cr2H2N1O2_164_4397.vasp,Cr2H2N1O2,-32.0125072
Cr2H2S2N1_164_4400.vasp,Cr2H2S2N1,-26.17994902
Cr2H2S5_12_4401.vasp,Cr2H2S5,-28.52143506
Cr2H4_12_4404.vasp,Cr2H4,-18.79975901
Cr2H8_129_4405.vasp,Cr2H8,-30.85171258
Cr2H8_4_4406.vasp,Cr2H8,-31.58211596
Cr2Hg2Pb4O12_2_4408.vasp,Cr2Hg2Pb4O12,-70.24094945
Cr2I10_2_4409.vasp,Cr2I10,-2.49713549
Cr2I2_164_4413.vasp,Cr2I2,-4.24471426
Cr2I2N2_12_4410.vasp,Cr2I2N2,-20.25260945
Cr2I2N2_59_4411.vasp,Cr2I2N2,-20.55568765
Cr2I2O2_59_4412.vasp,Cr2I2O2,-18.33716815
Cr2I4_14_4414.vasp,Cr2I4,-4.80784369
Cr2I6_162_4415.vasp,Cr2I6,-4.85892862
Cr2I6_189_4416.vasp,Cr2I6,-3.96205114
Cr2I8_1_4417.vasp,Cr2I8,-3.76472672
Cr2Mo2O8_25_4419.vasp,Cr2Mo2O8,-60.71361475
Cr2Mo2S8_25_4420.vasp,Cr2Mo2S8,-42.60389356
Cr2Mo2Se8_25_4421.vasp,Cr2Mo2Se8,-34.23036078
Cr2N1_164_4425.vasp,Cr2N1,-11.70396702
Cr2N1Cl2_164_4422.vasp,Cr2N1Cl2,-17.11255537
Cr2N1F2_164_4423.vasp,Cr2N1F2,-20.32757815
Cr2N2_12_4428.vasp,Cr2N2,-20.70523997
Cr2N2Cl2_59_4426.vasp,Cr2N2Cl2,-23.62176169
Cr2N2F2_59_4427.vasp,Cr2N2F2,-26.41950035
Cr2Ni1Te3Se1I1_1_4432.vasp,Cr2Ni1Te3Se1I1,-11.27961909
Cr2Ni1Te4_164_4433.vasp,Cr2Ni1Te4,-10.78897125
Cr2O2_123_4435.vasp,Cr2O2,-14.61149431
Cr2O2_129_4436.vasp,Cr2O2,-16.80494657
Cr2O2_6_4438.vasp,Cr2O2,-15.2140923
Cr2O2F2_59_4434.vasp,Cr2O2F2,-24.9405715
Cr2O4_11_4439.vasp,Cr2O4,-29.05955915
Cr2O4_59_4440.vasp,Cr2O4,-29.52670787
Cr2O5_12_4442.vasp,Cr2O5,-33.23526528
Cr2O5F2_12_4441.vasp,Cr2O5F2,-32.51975607
Cr2O6_11_4443.vasp,Cr2O6,-36.03260584
Cr2O6_59_4444.vasp,Cr2O6,-36.0331524
Cr2O6_7_4445.vasp,Cr2O6,-37.11003819
Cr2P2_12_4454.vasp,Cr2P2,-14.2444494
Cr2P2O10_129_4446.vasp,Cr2P2O10,-72.88208024
Cr2P2O10_85_4447.vasp,Cr2P2O10,-73.01539475
Cr2P2O6_162_4448.vasp,Cr2P2O6,-51.05722923
Cr2P2O8_5_4449.vasp,Cr2P2O8,-62.17180213
Cr2P2S10_129_4450.vasp,Cr2P2S10,-40.66107449
Cr2P2S6_162_4451.vasp,Cr2P2S6,-34.28101476
Cr2P2S8_12_4452.vasp,Cr2P2S8,-39.1568707
Cr2P2Se6_12_4453.vasp,Cr2P2Se6,-27.9525244
Cr2P4_2_4459.vasp,Cr2P4,-20.72568768
Cr2P4Au2O12_13_4455.vasp,Cr2P4Au2O12,-90.13214706
Cr2P4Au2O12_4_4456.vasp,Cr2P4Au2O12,-89.44143604
Cr2P4Au2S12_13_4457.vasp,Cr2P4Au2S12,-57.77872034
Cr2P4Au2Se12_13_4458.vasp,Cr2P4Au2Se12,-46.29108456
Cr2Pd1S4_164_4460.vasp,Cr2Pd1S4,-20.54903252
Cr2Pd1Se4_164_4461.vasp,Cr2Pd1Se4,-16.51125462
Cr2S2_123_4470.vasp,Cr2S2,-12.89395612
Cr2S2_129_4468.vasp,Cr2S2,-13.7080502
Cr2S2_164_4469.vasp,Cr2S2,-13.2300383
Cr2S2Br2_59_4462.vasp,Cr2S2Br2,-13.80572531
Cr2S2Cl2_59_4463.vasp,Cr2S2Cl2,-15.97908324
Cr2S2F2_59_4464.vasp,Cr2S2F2,-18.55701507
Cr2S2I1Br1_6_4465.vasp,Cr2S2I1Br1,-14.09421274
Cr2S2I2_59_4466.vasp,Cr2S2I2,-12.64723367
Cr2S2N1_164_4467.vasp,Cr2S2N1,-20.71393243
Cr2S4_11_4472.vasp,Cr2S4,-20.18189109
Cr2S4_127_4471.vasp,Cr2S4,-15.34560851
Cr2S5F2_12_4473.vasp,Cr2S5F2,-24.72189179
Cr2S6_11_4475.vasp,Cr2S6,-24.65724235
Cr2S6_59_4476.vasp,Cr2S6,-24.79502109
Cr2Sb1W1S6I1Br1_1_4477.vasp,Cr2Sb1W1S6I1Br1,-35.82533348
Cr2Sb2_2_4487.vasp,Cr2Sb2,-8.89639898
Cr2Sb2O10_129_4478.vasp,Cr2Sb2O10,-60.06547297
Cr2Sb2O6_162_4479.vasp,Cr2Sb2O6,-46.50523625
Cr2Sb2P4O16_11_4480.vasp,Cr2Sb2P4O16,-124.47236331
Cr2Sb2S6_157_4481.vasp,Cr2Sb2S6,-28.972139
Cr2Sb2S6_162_4482.vasp,Cr2Sb2S6,-28.39913092
Cr2Sb2Se6_162_4484.vasp,Cr2Sb2Se6,-22.6773412
Cr2Sb2Te6_157_4485.vasp,Cr2Sb2Te6,-16.47865978
Cr2Sb4_2_4489.vasp,Cr2Sb4,-13.44194926
Cr2Sb4Te12Au2_13_4488.vasp,Cr2Sb4Te12Au2,-26.53841167
Cr2Se1S1Br2_1_4490.vasp,Cr2Se1S1Br2,-13.97884804
Cr2Se1S1I2_6_4491.vasp,Cr2Se1S1I2,-11.89188297
Cr2Se1S4Cl1_1_4492.vasp,Cr2Se1S4Cl1,-21.27504251
Cr2Se2_129_4500.vasp,Cr2Se2,-11.62790818
Cr2Se2_164_4501.vasp,Cr2Se2,-11.10244701
Cr2Se2_25_4502.vasp,Cr2Se2,-10.92656802
Cr2Se2Br2_59_4493.vasp,Cr2Se2Br2,-12.44702489
Cr2Se2Cl2_59_4494.vasp,Cr2Se2Cl2,-13.80830522
Cr2Se2F2_59_4495.vasp,Cr2Se2F2,-16.44154015
Cr2Se2I2_59_4496.vasp,Cr2Se2I2,-9.97759414
Cr2Se2N1_164_4497.vasp,Cr2Se2N1,-18.94258308
Cr2Se2S2_6_4498.vasp,Cr2Se2S2,-17.45404883
Cr2Se2S3Cl1_1_4499.vasp,Cr2Se2S3Cl1,-20.0561606
Cr2Se4_11_4504.vasp,Cr2Se4,-16.42558047
Cr2Se4_127_4503.vasp,Cr2Se4,-11.19070084
Cr2Se6_11_4505.vasp,Cr2Se6,-19.18492842
Cr2Se6_59_4506.vasp,Cr2Se6,-19.07600251
Cr2Si1O4_21_4507.vasp,Cr2Si1O4,-34.18889788
Cr2Si2S6_162_4508.vasp,Cr2Si2S6,-35.49576396
Cr2Si2Se6_162_4509.vasp,Cr2Si2Se6,-27.80868404
Cr2Si2Te6_162_4510.vasp,Cr2Si2Te6,-20.64127361
Cr2Sn2Se6_162_4512.vasp,Cr2Sn2Se6,-22.13240356
Cr2Sn2Te6_162_4513.vasp,Cr2Sn2Te6,-15.97806608
Cr2Te12As4Au2_13_4514.vasp,Cr2Te12As4Au2,-30.28211261
Cr2Te12P4Au2_13_4515.vasp,Cr2Te12P4Au2,-34.16057249
Cr2Te1Se1_8_4516.vasp,Cr2Te1Se1,-9.79618228
Cr2Te2_123_4527.vasp,Cr2Te2,-8.47754978
Cr2Te2_129_4525.vasp,Cr2Te2,-9.01129059
Cr2Te2_164_4526.vasp,Cr2Te2,-8.49504642
Cr2Te2Br2_59_4517.vasp,Cr2Te2Br2,-9.47759893
Cr2Te2C1_164_4518.vasp,Cr2Te2C1,-16.72688682
Cr2Te2Cl2_59_4519.vasp,Cr2Te2Cl2,-10.8327135
Cr2Te2F2_59_4520.vasp,Cr2Te2F2,-13.86724773
Cr2Te2H4O10_2_4521.vasp,Cr2Te2H4O10,-76.38447446
Cr2Te2I2_59_4522.vasp,Cr2Te2I2,-7.80858796
Cr2Te2N1_164_4523.vasp,Cr2Te2N1,-16.45781863
Cr2Te2S10F4_2_4524.vasp,Cr2Te2S10F4,-42.71200114
Cr2Te4_11_4529.vasp,Cr2Te4,-11.14813267
Cr2Te4_127_4530.vasp,Cr2Te4,-9.47372776
Cr2Te4Pd1_164_4528.vasp,Cr2Te4Pd1,-12.45422353
Cr2Te6_11_4533.vasp,Cr2Te6,-13.34601452
Cr2Te6_59_4534.vasp,Cr2Te6,-13.32774188
Cr2Te6As2_162_4531.vasp,Cr2Te6As2,-19.55378579
Cr2Te6P2_162_4532.vasp,Cr2Te6P2,-21.64103442
Cr2Te8Mo2_25_4535.vasp,Cr2Te8Mo2,-24.12496806
Cr2Te8W2_25_4536.vasp,Cr2Te8W2,-28.41773769
Cr2W2O10_85_4537.vasp,Cr2W2O10,-77.57037814
Cr2W2O8_25_4538.vasp,Cr2W2O8,-67.03877712
Cr2W2S8_25_4539.vasp,Cr2W2S8,-47.86899332
Cr2W2Se8_25_4540.vasp,Cr2W2Se8,-39.03030349
Cr3As2_12_4541.vasp,Cr3As2,-15.06786988
Cr3B2Cl2_187_4542.vasp,Cr3B2Cl2,-23.66473133
Cr3B2O2_187_4543.vasp,Cr3B2O2,-32.52700834
Cr3B2S2_187_4545.vasp,Cr3B2S2,-28.822241
Cr3B2S2F2_187_4544.vasp,Cr3B2S2F2,-30.63528693
Cr3Br2Cl1O4_1_4546.vasp,Cr3Br2Cl1O4,-34.98114516
Cr3C2_187_4552.vasp,Cr3C2,-23.34745355
Cr3C2Cl2_187_4547.vasp,Cr3C2Cl2,-27.24824246
Cr3C2O2_187_4549.vasp,Cr3C2O2,-36.06673325
Cr3C2S2F2_187_4550.vasp,Cr3C2S2F2,-33.59639045
Cr3Cl2O4_12_4553.vasp,Cr3Cl2O4,-36.19529348
Cr3H2C2O2_187_4554.vasp,Cr3H2C2O2,-43.03575582
Cr3H2C2S2_187_4555.vasp,Cr3H2C2S2,-36.79749803
Cr3H2N2_187_4557.vasp,Cr3H2N2,-31.06261874
Cr3H2N2O2_187_4556.vasp,Cr3H2N2O2,-43.26975816
Cr3H2S2N2_187_4558.vasp,Cr3H2S2N2,-35.84667227
Cr3I1N3Cl1_8_4559.vasp,Cr3I1N3Cl1,-32.73764564
Cr3Mo1N2Cl4O2_1_4560.vasp,Cr3Mo1N2Cl4O2,-44.16545657
Cr3Mo1S8_25_4562.vasp,Cr3Mo1S8,-41.74658745
Cr3Mo1Se8_25_4563.vasp,Cr3Mo1Se8,-33.39370646
Cr3N2_187_4566.vasp,Cr3N2,-22.52381469
Cr3N2_5_4567.vasp,Cr3N2,-20.28265279
Cr3N2F2_187_4564.vasp,Cr3N2F2,-31.11580367
Cr3N2O2_187_4565.vasp,Cr3N2O2,-36.67432048
Cr3Ni1Se3S1Br1Cl2_1_4568.vasp,Cr3Ni1Se3S1Br1Cl2,-21.90219235
Cr3O8_10_4569.vasp,Cr3O8,-50.77144061
Cr3O8_12_4571.vasp,Cr3O8,-52.20675237
Cr3O8_12_4572.vasp,Cr3O8,-53.20855532
Cr3O8_2_4573.vasp,Cr3O8,-52.68152541
Cr3O9_157_4575.vasp,Cr3O9,-47.93260721
Cr3Ru1Cl1O7_1_4576.vasp,Cr3Ru1Cl1O7,-51.38525543
Cr3S4_12_4579.vasp,Cr3S4,-23.77323148
Cr3Sb5O16_8_4580.vasp,Cr3Sb5O16,-106.72285871
Cr3Se4_12_4581.vasp,Cr3Se4,-19.21126432
Cr3Te4_164_4582.vasp,Cr3Te4,-14.10327812
Cr3Te8Mo1_25_4583.vasp,Cr3Te8Mo1,-23.40134376
Cr3W1S8_25_4586.vasp,Cr3W1S8,-44.39274861
Cr3W1Se8_25_4587.vasp,Cr3W1Se8,-35.80132037
Cr4B3H2O2_164_4589.vasp,Cr4B3H2O2,-48.36851411
Cr4B3H2S2_164_4590.vasp,Cr4B3H2S2,-42.43606725
Cr4B3O2_164_4591.vasp,Cr4B3O2,-42.03625845
Cr4B3S2F2_164_4592.vasp,Cr4B3S2F2,-39.34743984
Cr4Bi4O16_14_4593.vasp,Cr4Bi4O16,-105.13324604
Cr4C3_164_4599.vasp,Cr4C3,-34.52463229
Cr4C3Cl2_164_4594.vasp,Cr4C3Cl2,-38.24498461
Cr4C3F2_164_4595.vasp,Cr4C3F2,-41.64636565
Cr4C3O2_164_4596.vasp,Cr4C3O2,-46.83418676
Cr4C3S2_164_4598.vasp,Cr4C3S2,-42.54101718
Cr4C3S2F2_164_4597.vasp,Cr4C3S2F2,-43.69979229
Cr4H2C3O2_164_4601.vasp,Cr4H2C3O2,-54.22474137
Cr4H2C3S2_164_4602.vasp,Cr4H2C3S2,-46.94333751
Cr4H2N3_164_4604.vasp,Cr4H2N3,-41.61247161
Cr4H2N3O2_164_4603.vasp,Cr4H2N3O2,-54.48668245
Cr4H2S2N3_164_4605.vasp,Cr4H2S2N3,-47.13956307
Cr4H4O8_14_4606.vasp,Cr4H4O8,-74.90801131
Cr4N2F16_129_4607.vasp,Cr4N2F16,-57.894742
Cr4N3_164_4611.vasp,Cr4N3,-33.02656248
Cr4N3Cl2_164_4608.vasp,Cr4N3Cl2,-38.59327566
Cr4N3F2_164_4609.vasp,Cr4N3F2,-41.97249478
Cr4N3O2_164_4610.vasp,Cr4N3O2,-46.65259074
Cr4O10_31_4612.vasp,Cr4O10,-68.42582883
Cr4O10_59_4613.vasp,Cr4O10,-68.35876444
Cr4O12_7_4614.vasp,Cr4O12,-72.46972199
Cr4O6_49_4615.vasp,Cr4O6,-44.55323522
Cr4O8_12_4617.vasp,Cr4O8,-58.49786662
Cr4P4O20_2_4618.vasp,Cr4P4O20,-146.89940152
Cr4P4S12_11_4619.vasp,Cr4P4S12,-65.97777563
Cr4S10_11_4621.vasp,Cr4S10,-41.73759801
Cr4S10_31_4622.vasp,Cr4S10,-40.41008798
Cr4S2N3F2_164_4623.vasp,Cr4S2N3F2,-43.4713865
Cr4S4F12_14_4624.vasp,Cr4S4F12,-54.14577699
Cr4S8_162_4625.vasp,Cr4S8,-37.3776686
Cr5Bi6Se16_8_4626.vasp,Cr5Bi6Se16,-62.1246681
Cr6O14_31_4628.vasp,Cr6O14,-97.5658468
Cr6Se4Cl2O16_2_4629.vasp,Cr6Se4Cl2O16,-110.82061386
Cr8O18_1_4630.vasp,Cr8O18,-127.4515996
Cr8S24_14_4631.vasp,Cr8S24,-100.09398881
Cr8Se24_14_4632.vasp,Cr8Se24,-79.37468789
Cr8Te24_14_4633.vasp,Cr8Te24,-55.61917653
Cs1_191_4658.vasp,Cs1,1.66714867
Cs1Br2_25_4635.vasp,Cs1Br2,-0.56522605
Cs1Br2F1_123_4634.vasp,Cs1Br2F1,-2.51069855
Cs1Br3_191_4636.vasp,Cs1Br3,-0.38456016
Cs1C2I3N2_25_4637.vasp,Cs1C2I3N2,-26.68437017
Cs1F2_115_4638.vasp,Cs1F2,-2.98322104
Cs1Ge1O2_156_4639.vasp,Cs1Ge1O2,-11.83811983
Cs1Ge1S2_156_4640.vasp,Cs1Ge1S2,-8.19971114
Cs1Ge1Se2_156_4641.vasp,Cs1Ge1Se2,-6.77870287
Cs1Ge1Te2_156_4642.vasp,Cs1Ge1Te2,-4.93247935
Cs1I2_25_4644.vasp,Cs1I2,0.25434313
Cs1O2_115_4645.vasp,Cs1O2,-3.21359394
Cs1Pb1O2_156_4646.vasp,Cs1Pb1O2,-9.72431702
Cs1Pb1S2_156_4647.vasp,Cs1Pb1S2,-6.22757842
Cs1Pb1Se2_156_4648.vasp,Cs1Pb1Se2,-4.88389061
Cs1Sn1O2_156_4649.vasp,Cs1Sn1O2,-10.82470853
Cs1Sn1S2_156_4650.vasp,Cs1Sn1S2,-6.92055864
Cs1Sn1Se2_156_4651.vasp,Cs1Sn1Se2,-5.47930542
Cs1Sn1Te2_156_4652.vasp,Cs1Sn1Te2,-3.56983133
Cs1Te2Pb1_156_4653.vasp,Cs1Te2Pb1,-3.05804071
Cs1Ti1O2_156_4654.vasp,Cs1Ti1O2,-18.85833472
Cs1Ti1S2_156_4655.vasp,Cs1Ti1S2,-13.99798706
Cs1Ti1Se2_156_4656.vasp,Cs1Ti1Se2,-12.01817098
Cs1Ti1Te2_156_4657.vasp,Cs1Ti1Te2,-9.4790247
Cs2B2C6N2O4F18_2_4659.vasp,Cs2B2C6N2O4F18,-132.28646725
Cs2B2S6O2F6_1_4660.vasp,Cs2B2S6O2F6,-62.26536164
Cs2Br2_129_4666.vasp,Cs2Br2,-3.45994728
Cs2Br2Cl8_127_4663.vasp,Cs2Br2Cl8,-5.90935577
Cs2Br2F8_127_4664.vasp,Cs2Br2F8,-15.12051364
Cs2Br2O6_11_4665.vasp,Cs2Br2O6,-22.80413625
Cs2C2O6_11_4667.vasp,Cs2C2O6,-47.01981672
Cs2C2O6_1_4668.vasp,Cs2C2O6,-46.78608592
Cs2C2Se2Cl6O6_4_4675.vasp,Cs2C2Se2Cl6O6,-49.15986956
Cs2C2Se2O6F6_1_4676.vasp,Cs2C2Se2O6F6,-58.93311998
Cs2C6S6F6_4_4680.vasp,Cs2C6S6F6,-74.34447837
Cs2C6Se6N6_13_4681.vasp,Cs2C6Se6N6,-95.27884692
Cs2Cd4Cl6O8_31_4683.vasp,Cs2Cd4Cl6O8,-27.83798858
Cs2Cd4I6O8_31_4684.vasp,Cs2Cd4I6O8,-20.60365034
Cs2Cd4O8F6_31_4685.vasp,Cs2Cd4O8F6,-33.52224654
Cs2Cd4S2Br6O6_31_4686.vasp,Cs2Cd4S2Br6O6,-36.23940166
Cs2Cd4S2I6O6_31_4688.vasp,Cs2Cd4S2I6O6,-31.91949091
Cs2Cd4S8Cl6_31_4690.vasp,Cs2Cd4S8Cl6,-20.82627564
Cs2Cd4Se2Br6O6_31_4692.vasp,Cs2Cd4Se2Br6O6,-30.40004817
Cs2Cd4Se2I6O6_31_4694.vasp,Cs2Cd4Se2I6O6,-26.41338513
Cs2Cd4Se2O6F6_31_4695.vasp,Cs2Cd4Se2O6F6,-38.20418298
Cs2Cd4Se2S6Br6_31_4696.vasp,Cs2Cd4Se2S6Br6,-16.89163181
Cs2Cd4Se2S6Cl6_31_4697.vasp,Cs2Cd4Se2S6Cl6,-20.06791173
Cs2Cd4Te2Br6O6_31_4699.vasp,Cs2Cd4Te2Br6O6,-29.04377617
Cs2Cd4Te2Cl6O6_31_4700.vasp,Cs2Cd4Te2Cl6O6,-31.81973234
Cs2Cd4Te2I6O6_31_4701.vasp,Cs2Cd4Te2I6O6,-25.19446027
Cs2Cd4Te2O6F6_31_4702.vasp,Cs2Cd4Te2O6F6,-36.84604306
Cs2Cd4Te2S6Br6_31_4703.vasp,Cs2Cd4Te2S6Br6,-16.77113494
Cs2Cd4Te2S6Cl6_31_4704.vasp,Cs2Cd4Te2S6Cl6,-20.24717188
Cs2Cd4Te2S6F6_31_4705.vasp,Cs2Cd4Te2S6F6,-26.94532434
Cs2Cd4Te2S6I6_31_4706.vasp,Cs2Cd4Te2S6I6,-12.59926512
Cs2Cl10_127_4707.vasp,Cs2Cl10,-4.75999866
Cs2Cl2_129_4710.vasp,Cs2Cl2,-4.68478299
Cs2Cl2F8_127_4708.vasp,Cs2Cl2F8,-13.3384829
Cs2Cl2O6_11_4709.vasp,Cs2Cl2O6,-24.35538584
Cs2F2_129_4711.vasp,Cs2F2,-7.02602812
Cs2H2C2O6_4_4712.vasp,Cs2H2C2O6,-57.66605934
Cs2H6C2O8_4_4714.vasp,Cs2H6C2O8,-59.47298663
Cs2H6C4S6_2_4720.vasp,Cs2H6C4S6,-69.70160396
Cs2H6C6O6_4_4721.vasp,Cs2H6C6O6,-102.17867314
Cs2H6C6S6_1_4722.vasp,Cs2H6C6S6,-83.88498846
Cs2H8I2_127_4724.vasp,Cs2H8I2,-17.60738567
Cs2Hg4Cl6O8_31_4726.vasp,Cs2Hg4Cl6O8,-23.00827718
Cs2Hg4I6O8_31_4727.vasp,Cs2Hg4I6O8,-16.5702469
Cs2Hg4S2Br6O6_31_4728.vasp,Cs2Hg4S2Br6O6,-31.91914844
Cs2Hg4S2Cl6O6_31_4729.vasp,Cs2Hg4S2Cl6O6,-34.64446697
Cs2Hg4S8F6_31_4734.vasp,Cs2Hg4S8F6,-20.81960778
Cs2Hg4Se2Cl6O6_31_4736.vasp,Cs2Hg4Se2Cl6O6,-28.1706997
Cs2Hg4Se2I6O6_31_4737.vasp,Cs2Hg4Se2I6O6,-22.21519519
Cs2Hg4Se2S6Br6_31_4739.vasp,Cs2Hg4Se2S6Br6,-13.46336884
Cs2Hg4Se2S6Cl6_31_4740.vasp,Cs2Hg4Se2S6Cl6,-15.71022611
Cs2Hg4Se2S6F6_31_4741.vasp,Cs2Hg4Se2S6F6,-20.52461
Cs2Hg4Te2Br6O6_31_4742.vasp,Cs2Hg4Te2Br6O6,-24.35597527
Cs2Hg4Te2Cl6O6_31_4743.vasp,Cs2Hg4Te2Cl6O6,-26.89832708
