cif,formula,energy
OQMD-7834537.vasp,Ag2F4I2O4,-21.22770519
OQMD-9818720.vasp,F6N2,-16.98808038
OQMD-2035839.vasp,Br4Re12Se16,-137.0197591
OQMD-9827229.vasp,Ag16P8Se24,-72.50163651
OQMD-384185.vasp,Ga6Te6,-23.19840259
OQMD-1895689.vasp,Ga2Hg1Te4,-8.2499954
OQMD-2069926.vasp,Ge16Tb20,-128.11535653
OQMD-1768307.vasp,Ag2K4Nb2S8,-44.03148781
OQMD-2058515.vasp,Cr4O24S6,-153.07092243
OQMD-1941349.vasp,In2Li2O14P4,-116.11222525
OQMD-49949.vasp,N2Te2U2,-41.44390277
OQMD-1280774.vasp,Ag3P11,-43.01672366
OQMD-9182602.vasp,Cl12Mn4,-24.26886409
OQMD-2003507.vasp,O16S4Zn4,-90.11518459
OQMD-8431556.vasp,Mg2O12Sb4,-82.50739681
OQMD-1106054.vasp,H4O10S2Zn2,-71.64360206
OQMD-6757056.vasp,Br4I2Zr2,-17.58252075
OQMD-9991963.vasp,B16Cd8F64,-306.50597097
OQMD-7740249.vasp,As4Ir4S4,-48.30219886
OQMD-7835751.vasp,Ag2F2S2Sr2,-19.46196455
OQMD-9063925.vasp,Br1Tl1,-1.1534245
OQMD-1919386.vasp,H4Na8O16P4,-151.22984809
OQMD-9852668.vasp,Gd4N12O36,-262.4764196
OQMD-182294.vasp,Ir3Se8,-31.87182616
OQMD-8385778.vasp,Cu3I4,1.01493638
OQMD-2004209.vasp,K2O16V6,-127.63978485
OQMD-1926609.vasp,Ca4P4S12,-69.0161142
OQMD-9427778.vasp,Cl6P2S2,-19.92836797
OQMD-8398137.vasp,Rh4Sb4Te4,-30.99286937
OQMD-185120.vasp,As4Cu4S4,-24.34574226
OQMD-45463.vasp,N2Ti4,-48.40002673
OQMD-7761175.vasp,Cu3Fe1Se4,-8.66239451
OQMD-1772377.vasp,O12P4Pd2,-89.25999001
OQMD-56477.vasp,Na2S4Sb2,-21.33666752
OQMD-7786255.vasp,B1C2Ho2,-29.32286063
OQMD-8254884.vasp,Cl6Ta1Tl2,-19.72907911
OQMD-9149772.vasp,Li4O6Pd2,-44.59357536
OQMD-9366161.vasp,Bi3Y3,-21.94286467
OQMD-1930424.vasp,Na4O12Ti5,-129.46286598
OQMD-9795480.vasp,F16O20Tc8,-202.45483663
OQMD-419037.vasp,Br2F6Rb2Sb2,-28.27379774
OQMD-9511385.vasp,Fe2Sb4,-11.73469331
OQMD-47653.vasp,Cl2N2Th2,-37.71855306
OQMD-304418.vasp,K6Te6,-13.71355093
OQMD-5181339.vasp,F4Mo2O4,-41.21251923
OQMD-9438831.vasp,Ag4Cl4N4,-28.49032486
OQMD-1768458.vasp,Cu4Dy4S8,-52.36695681
OQMD-7742349.vasp,Bi4K4Pd2,-5.8110391
OQMD-7781425.vasp,Ir1Li2,-10.76588163
OQMD-7783879.vasp,Ag2O6Sb2,-33.55652588
OQMD-2025273.vasp,As4O16Pb6,-107.38466487
OQMD-9650940.vasp,Hf4Sb4,-37.72936625
OQMD-2012432.vasp,In16O24,-161.54951889
OQMD-2056256.vasp,Au4O22Se8,-104.32974725
OQMD-1967167.vasp,Bi8O14,-83.70689271
OQMD-417415.vasp,As4Fe4Te4,-25.89450785
OQMD-104837.vasp,O4Sn4,-29.76970677
OQMD-1896962.vasp,H12N2O8P2,-117.05173442
OQMD-2323259.vasp,Cl20K8N4O4Ru4,-97.05017322
OQMD-3485337.vasp,B24H24Na4,-242.77004147
OQMD-2066661.vasp,O24Sr4Ta8,-250.35157957
OQMD-41813.vasp,F2Tl2,-7.81188845
OQMD-179223.vasp,Ni4Sb2Te4,-9.97935965
OQMD-9701429.vasp,C6H6N6O6,-145.80002384
OQMD-1999106.vasp,Al3Ce1Cu1,-12.21062216
OQMD-7912047.vasp,Cu2Na2Se2,-7.71021902
OQMD-2003994.vasp,Hg4I4N4O12,-63.63316378
OQMD-9845365.vasp,Rh6V2,-21.82521804
OQMD-2360297.vasp,B12Bi4O24,-250.02907421
OQMD-5173169.vasp,Pd1Se2,-5.6360927
OQMD-5179111.vasp,Na18P6,-38.22153739
OQMD-59967.vasp,C2Hf4S2,-55.47719986
OQMD-4115784.vasp,Er2,-4.28080005
OQMD-1230411.vasp,F2K2O4Se2,-30.50894245
OQMD-45495.vasp,Cr2P4,-25.26148713
OQMD-2013337.vasp,As4Co4,-19.85472065
OQMD-8606774.vasp,Cl8Pt4,-13.41648074
OQMD-38385.vasp,Mo1Si2,-13.93617353
OQMD-61714.vasp,Te6Zr2,-22.06661972
OQMD-9111545.vasp,Ag2In2Se4,-11.29085555
OQMD-9752324.vasp,Cl18In4Ta6,-85.49053324
OQMD-2005549.vasp,Pd8Sn8Te8,-37.71626508
OQMD-2034422.vasp,Br4H20O8,-119.94801955
OQMD-188968.vasp,Li8O10Te2,-85.19969692
OQMD-184328.vasp,Ag2Au2Cl8,-2.71014493
OQMD-1927452.vasp,F13Na5Zr2,-76.56519326
OQMD-1771345.vasp,Ca4H4O16P4,-149.78334761
OQMD-7296098.vasp,Bi2Rh2,-7.70556581
OQMD-9414926.vasp,Ag1O3Sr2,-20.302571
OQMD-10017817.vasp,Li20O60P20,-543.67827841
OQMD-6324804.vasp,Co2O8W2,-64.19511264
OQMD-2030972.vasp,Fe6Li4O16Sb2,-117.02027403
OQMD-8623213.vasp,Cl12Cs4,-14.22390109
OQMD-9684225.vasp,Pb2S8Tl4Zr2,-47.38921453
OQMD-8358297.vasp,B2Li2O6Zn2,-56.95664664
OQMD-3289160.vasp,Pt36Ta12,-193.03152353
OQMD-9586569.vasp,Cl6Tm2,-23.39810709
OQMD-9955805.vasp,Ag1O6Pt3,-31.57703069
OQMD-8206571.vasp,O12Se4Sr4,-84.67001931
OQMD-5184823.vasp,Cd2O7P2,-48.29626844
OQMD-37470.vasp,As1Ga1,-3.39911505
OQMD-2010430.vasp,F24Mo4,-78.52795711
OQMD-8156255.vasp,Al2Se2,-11.79343618
OQMD-2325675.vasp,Na16O16Pb8,-120.2429125
OQMD-6639967.vasp,Bi4K2,-6.02672831
OQMD-45746.vasp,Ca1H2O2,-22.60228847
OQMD-1174107.vasp,Ba2H4O8Sn4,-74.32185039
OQMD-180739.vasp,F8Pt2,-15.06761531
OQMD-1768411.vasp,Pd12Ti4,-43.33038442
OQMD-9216111.vasp,Ag4Ba2O8,-37.55873237
OQMD-2026303.vasp,B12Ni16,-72.12381487
OQMD-7768391.vasp,I2S2Sc2,-19.71210475
OQMD-5183443.vasp,Mo8O44P8,-325.81521015
OQMD-9395556.vasp,Al1Co1,-7.92294299
OQMD-1775522.vasp,Cl14Fe2Te2,-17.22928876
OQMD-9396209.vasp,Bi2Pd1,-2.26073313
OQMD-7765841.vasp,As2Co2Na2,-12.35438735
OQMD-55638.vasp,F6Sn2,-17.13082076
OQMD-9434047.vasp,As4Ru4Se4,-43.1183154
OQMD-7754027.vasp,Br2H2Sc2,-18.50835405
OQMD-51068.vasp,F6Ir2,-18.78014225
OQMD-1283277.vasp,P4Pt10,-41.17618648
OQMD-3495802.vasp,Ba8Sb16Se32,-143.88349163
OQMD-4150647.vasp,Se1Ti1,-8.73015925
OQMD-7760941.vasp,Nb2Pt1S6,-38.32221223
OQMD-8340357.vasp,O8Sb4Sr2,-62.38855532
OQMD-7905245.vasp,Ga2S2,-11.42290598
OQMD-1768532.vasp,Cu2K4Nb2S8,-45.68696145
OQMD-2027983.vasp,Bi8O16Pd4,-97.72976052
OQMD-9720433.vasp,Mo4O24Pb4Se4,-158.17730108
OQMD-1767940.vasp,Bi4Cu4S8,-30.22025468
OQMD-186192.vasp,Al20Li4O32,-336.68945856
OQMD-1909035.vasp,Cd1O6V2,-42.95304314
OQMD-8644598.vasp,In2Nb6S12,-92.72383371
OQMD-2064679.vasp,Mn2O6Sn2,-42.61135043
OQMD-1837812.vasp,B2Mg1,-10.18801964
OQMD-2026348.vasp,P8S20,-89.32048824
OQMD-3484188.vasp,Cl8In8O24Se8,-157.89419108
OQMD-35601.vasp,Ho1S1,-8.18041029
OQMD-7931613.vasp,Ge4Mg4Ni4,-16.32209142
OQMD-8644522.vasp,Fe8Ge12,-45.05509274
OQMD-1768047.vasp,As6Sr10,-30.92618593
OQMD-7753297.vasp,Au2I6,3.62253018
OQMD-5173184.vasp,Cl32Zn16,-28.80790183
OQMD-2036460.vasp,Cd6O20Se6,-94.55225574
OQMD-9778768.vasp,Nb4P8S32,-161.41909617
OQMD-9066327.vasp,Se4Ti2,-26.83489113
OQMD-1941592.vasp,C14Lu8,-138.8979859
OQMD-38722.vasp,H2Ti1,-14.12490543
OQMD-7778441.vasp,Rb4Te6Ti2,-25.6482561
OQMD-8696190.vasp,I6V3,-9.93101441
OQMD-7819319.vasp,H4K2N2,-27.65603263
OQMD-8160315.vasp,Ba1H1P1,-8.92765865
OQMD-1770182.vasp,Al4I12,-15.70890026
OQMD-8163925.vasp,Bi1Sb1,-3.40169593
OQMD-7751833.vasp,Br6Sm2,-19.0023762
OQMD-1919281.vasp,H8K2O16P4Zn1,-146.24003609
OQMD-8206075.vasp,Br12K4Os2,-22.07926656
OQMD-2122629.vasp,Bi8O24Ti6,-211.46930274
OQMD-9416780.vasp,Cu3S4Si1,-17.50963358
OQMD-9780474.vasp,Ba8O28P8,-248.79976604
OQMD-5177892.vasp,Br30Nb6,-68.53499485
OQMD-8348476.vasp,I2Ni1O12Sr4,-68.64720145
OQMD-9415701.vasp,Ag3Br2Cl2,-0.67439321
OQMD-9671772.vasp,Fe4Sb4Se4,-24.69667525
OQMD-9366888.vasp,Nb2Pt4,-23.21253903
OQMD-8437699.vasp,B4Cs4S12,-67.24439989
OQMD-7889773.vasp,Ca20Rh4,-2.26773084
OQMD-1769248.vasp,La10Pb6,-40.76783823
OQMD-7748659.vasp,C1Nb2Se2,-28.6886518
OQMD-7921915.vasp,I8Mg4,-10.34105096
OQMD-8547837.vasp,S12V8,-79.61344314
OQMD-7776693.vasp,Pd5Ti1,-14.18751493
OQMD-7903975.vasp,Se2Te1,-5.51623682
OQMD-9180409.vasp,F6Ge2,-23.7950052
OQMD-1967577.vasp,Cl12Eu8O2,-72.45387379
OQMD-9831839.vasp,Al12Ca10O28,-277.69549516
OQMD-36816.vasp,Eu1S1,-8.4464132
OQMD-45232.vasp,Cr1H1O2,-18.48338658
OQMD-8342870.vasp,Cs4F8O2Se2,-39.37189283
OQMD-8936946.vasp,P2S10Ti2Tl2,-59.74660797
OQMD-8485664.vasp,Br8Tl4Zn2,-8.42698391
OQMD-7759847.vasp,Ca3Co4Ge4,-23.76562832
OQMD-181879.vasp,Li2O1,-11.09486937
OQMD-7825389.vasp,K4S6Ti2,-39.73033462
OQMD-9207270.vasp,Ni3S4V1,-16.18565507
OQMD-9422668.vasp,Cl6Os1Rb1,-11.49080858
OQMD-8348803.vasp,As4F16,-52.42410772
OQMD-9713396.vasp,O16Te4V4,-113.48998375
OQMD-5176723.vasp,Cl32Si8,-87.98258224
OQMD-7910045.vasp,F6Li1P1,-25.3176171
OQMD-7751691.vasp,Sb4Ti4,-38.29008322
OQMD-9407231.vasp,Bi2Ni2Te2,-5.84604857
OQMD-8237824.vasp,F6Mn1Ni1,-15.68490292
OQMD-7763009.vasp,F8Rh2,-18.05040198
OQMD-1987589.vasp,Ba8I12O2,-46.07633776
OQMD-1768587.vasp,Au2K4P2S8,-35.91853283
OQMD-3720485.vasp,K4S6Sn2,-25.2680969
OQMD-8369345.vasp,F4Ni1Tl2,-11.57653857
OQMD-9715141.vasp,Co17Th2,-36.55065628
OQMD-1924804.vasp,Cl2In2S8Sb4,-40.66933293
OQMD-2025849.vasp,Pd20Sb7,-46.49144428
OQMD-8395261.vasp,Se6Tl6,-16.74498463
OQMD-178879.vasp,As4Ge2K4,-18.79830508
OQMD-51097.vasp,Sb4Zr4,-32.03838358
OQMD-8484862.vasp,I8In4Zn2,-4.06274534
OQMD-7880761.vasp,Mn8W4,-42.23543267
OQMD-1286164.vasp,B2S6Tl6,-38.04391988
OQMD-9847731.vasp,Br4H32N12Zn4,-205.33191996
OQMD-9483163.vasp,Ag4F12Mn2,-30.67389858
OQMD-2024410.vasp,Co8P8Se8,-75.80496748
OQMD-7750511.vasp,As2Mn2Rb1,-10.77018982
OQMD-5182104.vasp,Al8Ca2O14,-141.63254238
OQMD-1941196.vasp,Na12S8Zn2,-44.98237274
OQMD-183296.vasp,Ga2Mn1Se4,-16.5438655
OQMD-1283539.vasp,Cl2Mn2O6Sr4,-57.01004573
OQMD-2026183.vasp,O16Ta4Zn6,-131.15525787
OQMD-9773697.vasp,Ag12O24Te6,-105.05204202
OQMD-1926633.vasp,Bi2K2P4S12,-59.6257851
OQMD-3367946.vasp,As16Ba16S40,-238.1918197
OQMD-84556.vasp,O6Sb2Sr1,-41.63705437
OQMD-6972664.vasp,B24H24O48,-571.39704096
OQMD-8606940.vasp,In2Pt4Se6,-26.12188987
OQMD-1921601.vasp,As4Fe4S4,-34.05127285
OQMD-2401596.vasp,O26Te10Tm4,-180.59438114
OQMD-8544265.vasp,Cl12Dy2Na6,-48.78535149
OQMD-2011381.vasp,K8O16S4,-107.4571343
OQMD-49006.vasp,H4Mg2,-20.23288348
OQMD-1654037.vasp,P12Rh4,-66.97423847
OQMD-2024477.vasp,C4H4Na4O12,-118.82033356
OQMD-7675835.vasp,C1F2Sc2,-25.40194106
OQMD-48369.vasp,F2S2Y2,-31.98899834
OQMD-61903.vasp,In2Li2Te4,-14.92778071
OQMD-6756889.vasp,Br3I3Zr2,-18.11479499
OQMD-1768045.vasp,Cl8O4S4,-34.07370411
OQMD-9837166.vasp,Cr4O36P12,-287.25820567
OQMD-5244168.vasp,I8O24Sr4,-114.92652943
OQMD-9183780.vasp,Ba4Mn4O12,-93.45341423
OQMD-1987025.vasp,As2Na2O6,-42.29340467
OQMD-85779.vasp,As2O6Pb1,-39.29189048
OQMD-7748363.vasp,Se6Y2,-23.65009869
OQMD-7909073.vasp,Br8Pt4,-9.38750601
OQMD-9628135.vasp,O3Ti3,-43.42330298
OQMD-5182819.vasp,Cl8Ge8S12,-73.54155566
OQMD-7746221.vasp,Se6Zr4,-41.52101643
OQMD-7782235.vasp,Br2Ge1,-4.93431624
OQMD-8605410.vasp,Co4Sn8,-21.04133432
OQMD-8163247.vasp,Br2Ca1O1,-10.20610622
OQMD-48633.vasp,N3Ta3,-52.41842956
OQMD-1230661.vasp,C2K4O6,-53.56442457
OQMD-39479.vasp,Hf1Ir3,-20.9845398
OQMD-1895173.vasp,Cu6Ge2,-0.71595998
OQMD-43799.vasp,F4Ge1,-13.74342433
OQMD-114279.vasp,F6Ti1Tl2,-30.69357693
OQMD-7765865.vasp,Al2O8Sb2,-61.46224916
OQMD-1925220.vasp,Cl8I8,-0.70787184
OQMD-4117406.vasp,Xe1,2.5979358
OQMD-2171641.vasp,Ga4Na4O8,-65.58981566
OQMD-9717210.vasp,As4O22Te6,-128.79220775
OQMD-1230803.vasp,C4Mo8,-61.39696293
OQMD-8326380.vasp,Ag2Se4,-2.05378097
OQMD-7763179.vasp,Gd2Te6,-13.91209077
OQMD-2076842.vasp,Cu30Si8,-23.56928217
OQMD-1769385.vasp,Ag4S8Sb4,-30.97908376
OQMD-9414159.vasp,Na2O2Tl2,-13.29590663
OQMD-185207.vasp,O8P2V2,-69.18696594
OQMD-9873167.vasp,Na16O32Te8,-203.60788911
OQMD-2395501.vasp,C8K8O24,-194.54456404
OQMD-2037131.vasp,Al4Bi4Cl24,-59.37680753
OQMD-9020419.vasp,F16Ti4,-87.54277594
OQMD-9631357.vasp,Nb2P4,-33.5780077
OQMD-9182171.vasp,Cl10Sb2,-13.37117013
OQMD-417735.vasp,Cu4Mg8,0.39324436
OQMD-50545.vasp,Pt3Te4,-13.08029279
OQMD-5232959.vasp,Ag2O16V6,-120.87185262
OQMD-5177427.vasp,Br8H8,-29.08114313
OQMD-5184933.vasp,O28P8Ti4,-246.67930643
OQMD-5181983.vasp,Na2O2Pd1,-14.02760248
OQMD-9003324.vasp,Ba4Mn4S12,-63.36334072
OQMD-9183800.vasp,Br16Os4,-24.19401564
OQMD-9857732.vasp,Mn2Na12O32S8,-230.54431971
OQMD-2027696.vasp,Al20Co8,-75.61879059
OQMD-38563.vasp,Na2S1,-5.98885318
OQMD-5217717.vasp,Al12Ir4,-49.5379818
OQMD-62925.vasp,Ni2Si4Yb2,-26.68710986
OQMD-7762223.vasp,Rh6Te4,-21.93207091
OQMD-1926195.vasp,Ag4O12V4,-84.27832579
OQMD-3169936.vasp,I2La2O2,-27.85345376
OQMD-41465.vasp,O2Pb2,-13.24772656
OQMD-8510623.vasp,Cl12Se2Tl4,-18.98623162
OQMD-1768477.vasp,Cu2K2Pd2Se10,-25.72342163
OQMD-5188462.vasp,O20P4Ta4,-186.49596875
OQMD-9757030.vasp,In20Y12,-85.26009238
OQMD-6757058.vasp,Hf1I6Mn1,-11.29441067
OQMD-9867720.vasp,Fe8O36Te12,-211.00386188
OQMD-62809.vasp,Ce2Te6,-15.55284678
OQMD-9777835.vasp,O28Sr8V8,-239.62857619
OQMD-1770966.vasp,B12H12K2,-119.83731499
OQMD-3497923.vasp,In16S32Sr8,-154.92248071
OQMD-4753026.vasp,Sn8Zr10,-65.88010664
OQMD-7639407.vasp,Li2S4Sb2,-24.00199487
OQMD-2025218.vasp,Ga2I6O18,-78.60304685
OQMD-9396916.vasp,F1Rh1Se1,-7.25549433
OQMD-1768420.vasp,Pb6Sc10,-39.53236664
OQMD-5179361.vasp,Cd1F2,-3.44689604
OQMD-7778509.vasp,As1I2La2,-15.43515267
OQMD-48983.vasp,Br2In2O2,-16.18784671
OQMD-2016357.vasp,Br16K4Tl4,-16.45836732
OQMD-56191.vasp,Ge4S4,-18.00918283
OQMD-2062887.vasp,Cd2O6Sn2,-32.69386055
OQMD-268029.vasp,Nd4Sb8,-37.91575948
OQMD-8480871.vasp,Cr4Ni2S8,-40.19737316
OQMD-9682998.vasp,Al2H2O10S2,-80.22749837
OQMD-7762363.vasp,Al1Mn2,-7.22590049
OQMD-2063240.vasp,Li26Si8,-73.2791201
OQMD-8156695.vasp,B2S2,-19.21473909
OQMD-9808770.vasp,Ni4Zn40Zr2,63.24608861
OQMD-8573495.vasp,Zr6,-24.25872615
OQMD-8573683.vasp,Ce2Sn4,-11.64244977
OQMD-7738049.vasp,Co2Na1P2,-15.1066481
OQMD-3489995.vasp,As8Hg12O32,-144.40397425
OQMD-9879075.vasp,Cl12O20Pb26,-166.50377674
OQMD-184341.vasp,O8Tb2V2,-74.14914531
OQMD-9580961.vasp,Ag1Fe1I4,0.87335909
OQMD-46431.vasp,Al2B2Mo2,-27.02327499
OQMD-7767327.vasp,Br8Hf2,-25.6998514
OQMD-273578.vasp,Mn8Ta4,-49.34198833
OQMD-2031422.vasp,Nb8Pt1Se20,-113.55469696
OQMD-479715.vasp,Mn3Si1,-12.27862598
OQMD-3495383.vasp,Al16Ba8O32,-321.8949816
OQMD-37890.vasp,Mg2Si1,-3.00902745
OQMD-8495539.vasp,Ag4Cl4Hg4S4,-3.47233583
OQMD-7671713.vasp,Be6Co2,-23.59203773
OQMD-4730650.vasp,Ag2F2Se2Sr2,-17.9311718
OQMD-3484372.vasp,O32Te12Zr4,-221.42003624
OQMD-1919560.vasp,C4O12Sr4,-116.7654557
OQMD-9356601.vasp,Ga2I2Y2,-17.40738377
OQMD-9183854.vasp,F10Sb2,-29.44387645
OQMD-1988772.vasp,Pd16S7,-37.83444323
OQMD-9435537.vasp,Fe4P4Se4,-35.18598974
OQMD-1941053.vasp,Cl4Hg10O8,-12.05828154
OQMD-8461128.vasp,C1F2Zr2,-27.74415803
OQMD-7777049.vasp,Pd4Rh2Te4,-17.35138759
OQMD-2003363.vasp,F4O12P4Sn4,-111.61789337
OQMD-9031858.vasp,Cl4H12O4,-70.43481539
OQMD-182397.vasp,Ca1Co2Si2,-14.71663028
OQMD-7972453.vasp,Nb1Ta2,-28.00933214
OQMD-184394.vasp,Bi2O8Re2,-62.80942774
OQMD-9812076.vasp,O36S12,-200.06054145
OQMD-416169.vasp,Nd4Se8,-45.74995781
OQMD-9634511.vasp,Cr2N4,-36.4709651
OQMD-1768427.vasp,Na2O8Pd6,-45.01335287
OQMD-8163489.vasp,Au2P2,-7.43688906
OQMD-7786147.vasp,Hf2Pb1,-12.86239996
OQMD-9362938.vasp,B4Ru2,-33.89276319
OQMD-7732269.vasp,I2La2Si2,-19.72759183
OQMD-1775564.vasp,Mn2O12Se4,-70.13323624
OQMD-50903.vasp,B4Nb3,-48.7824799
OQMD-2028602.vasp,Al4Bi4Cl16Se4,-58.55604808
OQMD-9813550.vasp,Cs4H28O16,-195.67457341
OQMD-1285560.vasp,Cd2Cs4I8,-3.51933718
OQMD-7784559.vasp,Cl2N1Zr2,-24.27052827
OQMD-2062413.vasp,In14Te20,-48.44991396
OQMD-8573748.vasp,Sm2Sn4,-8.99494282
OQMD-7733205.vasp,As2Li3Pr1,-19.78442096
OQMD-1775374.vasp,Na8Se8Sn2,-37.30431018
OQMD-2004548.vasp,La4O16P4,-153.43571983
OQMD-5281594.vasp,Cd1F4Rb2,-12.78253871
OQMD-6978654.vasp,S48,-125.65847037
OQMD-46264.vasp,F4Fe2,-15.15396923
OQMD-9189244.vasp,Ag2Se3Sn1,-6.84827858
OQMD-7592167.vasp,Ca8S16Sn4,-85.34933761
OQMD-2045628.vasp,H16I12N4,-87.14443263
OQMD-1230793.vasp,Ge2Se6Tl4,-22.9946412
OQMD-48857.vasp,As2Te2Ti2,-25.45031996
OQMD-7782343.vasp,Cd2Cl2O4Sb2,-26.43180032
OQMD-9070959.vasp,Ba2Cl2F2,-19.70119801
OQMD-45907.vasp,Ba1Ni1Sn3,-6.18058876
OQMD-2271305.vasp,Li12P28,-147.11950698
OQMD-9751566.vasp,As12Ca12Ga4,-70.07178217
OQMD-7917233.vasp,Cl6Sb2,-12.1539346
OQMD-7769149.vasp,O8S2Yb2,-59.56158492
OQMD-8623796.vasp,Br4Cu4S8,-22.72067888
OQMD-9064219.vasp,I2Sm1,-5.3079122
OQMD-41161.vasp,Si2Zr2,-20.80906765
OQMD-2036693.vasp,Na16Sn16,-32.62040743
OQMD-2032960.vasp,F24Th6,-151.60215627
OQMD-8205916.vasp,Cl12K4Ru2,-26.88844977
OQMD-1927519.vasp,Cl12In2Na6,-37.00950215
OQMD-56423.vasp,Se4Sn4,-16.47454291
OQMD-2074607.vasp,H6K6N6O12P6,-176.10542651
OQMD-52368.vasp,Cd1Na4P2,-9.17034272
OQMD-48499.vasp,B2Fe4,-13.9339886
OQMD-9756471.vasp,Ca4Ge4O20Ti4,-186.39710192
OQMD-1921254.vasp,Ag4S2,-2.51006212
OQMD-2380624.vasp,K4La4P8S24,-143.99227018
OQMD-59624.vasp,Ga4Pd4,-13.92982993
OQMD-3498732.vasp,Bi8P12Se36,-141.33230502
OQMD-8612308.vasp,Ga1Te8V4,-29.10972455
OQMD-2075663.vasp,Nb8Ni4O24,-209.7913162
OQMD-9941990.vasp,H32O36P8,-367.6882284
OQMD-37653.vasp,Mo1P1,-7.54678951
OQMD-9981518.vasp,Cl6K1Mo2O2,-29.00391861
OQMD-8967663.vasp,Cl10K2N2O2Os2,-45.33711686
OQMD-1768464.vasp,Cu4K2Se8V2,-29.61020053
OQMD-7754929.vasp,Br2Ni1,0.13470126
OQMD-7769917.vasp,C1H2V2,-23.22350991
OQMD-9404033.vasp,Fe2S2,-7.92706032
OQMD-7741459.vasp,F6Fe1Tl3,-20.68131867
OQMD-2920783.vasp,Co16Li8O32,-234.20830089
OQMD-8347867.vasp,F12Li4V2,-64.56196124
OQMD-2884202.vasp,B2Pt4,-27.78385336
OQMD-419196.vasp,Cs4Ge2Se6,-24.03580286
OQMD-7832095.vasp,Br2Ca2Fe2O4,-33.89973217
OQMD-7776319.vasp,C2Cl2Gd2,-28.8317021
OQMD-2032335.vasp,I4K2O20U3,-138.19460805
OQMD-9184055.vasp,Cd6I12,9.99915773
OQMD-9478203.vasp,F12K4Te2,-41.41503597
OQMD-9387457.vasp,Au1Mg1,-3.36440896
OQMD-2024527.vasp,Na8O12Pd4,-74.64480183
OQMD-8502318.vasp,N8Sn4Zn4,-55.64545715
OQMD-8107421.vasp,Ga2N2,-20.00408212
OQMD-41456.vasp,Cs2S2,-6.75705706
OQMD-5237558.vasp,Cd8Mo4O16,-86.96405106
OQMD-9216346.vasp,Nb2S12Ta6,-112.16648625
OQMD-2014043.vasp,Co2Ga4Gd2,-18.65181213
OQMD-8625969.vasp,Si10Sm6,-67.78579875
OQMD-10029555.vasp,Lu8O72P24,-619.38341772
OQMD-8461462.vasp,Hg3Te3,2.85580213
OQMD-9374622.vasp,B2Pd4,-16.19832388
OQMD-7754537.vasp,Ni2Sn2Sr2,-2.35211085
OQMD-2359948.vasp,Na4P8S24Sb4,-125.15584441
OQMD-4785883.vasp,H6Hf2Ni2,-34.48094592
OQMD-1770404.vasp,B12H12Rb2,-119.98561161
OQMD-2032656.vasp,Bi4Fe8O18,-114.66335325
OQMD-2013305.vasp,Co2P2Pd2,-17.47930858
OQMD-8159063.vasp,Br2Ga2Y2,-19.06361068
OQMD-9397089.vasp,Sn3Sr1,-3.73813856
OQMD-38574.vasp,Th1,-4.74484469
OQMD-2003733.vasp,Na8O12Pt4,-80.6168341
OQMD-9904283.vasp,Eu12S36Sb16,-224.71392333
OQMD-2171426.vasp,O10V4,-76.42010015
OQMD-1999879.vasp,Ba2Nb2S6,-45.80315123
OQMD-1921805.vasp,Al2Ca2F10,-56.03201118
OQMD-7906075.vasp,Br3Na7O2,-26.25601071
OQMD-2035854.vasp,Ba8Se20Sn4,-82.86946925
OQMD-9779237.vasp,O24Sr12Tl8,-145.81128185
OQMD-9705155.vasp,Co4O16Se4,-88.6729726
OQMD-7789009.vasp,As1Br1Te1,-5.30556379
OQMD-1891891.vasp,Cl32Li4Nb12,-153.97574537
OQMD-1941095.vasp,Al6C10Zr6,-135.18885801
OQMD-8872274.vasp,F4S8Sb4Sr4,-64.43709884
OQMD-7820049.vasp,Cl6O2Ta2,-40.98421488
OQMD-2024552.vasp,F18Pr6,-112.6901404
OQMD-1903762.vasp,N4Zr6,-66.99749058
OQMD-9969547.vasp,Nd3Pb7,-13.43486433
OQMD-6324905.vasp,Br4Eu4O2,-38.34171133
OQMD-36454.vasp,F1Na1,-4.39435856
OQMD-9396180.vasp,Li2Pd1,-5.53048852
OQMD-9070423.vasp,Eu2H2I2,-16.12353127
OQMD-50123.vasp,Al2Hg1S4,-19.40819574
OQMD-8110137.vasp,Cl6Dy2,-23.37754435
OQMD-2023896.vasp,Nb8O16,-167.65224495
OQMD-185810.vasp,Ca8Sn4,-10.23667626
OQMD-9992113.vasp,Cl56Cu8Mo24,-173.88445061
OQMD-2050980.vasp,Bi12Ge1O20,-129.93437304
OQMD-9600629.vasp,F12K4Zr2,-64.91058954
OQMD-10047138.vasp,B40Cs8O64,-722.29083775
OQMD-9813036.vasp,Au6Zr2,-6.45619101
OQMD-1768007.vasp,P12Ru4,-75.05405788
OQMD-8465968.vasp,I6Ir2,-6.73973905
OQMD-8271565.vasp,F6K2S1,-18.70981959
OQMD-2004056.vasp,Sb16Zr8,-56.22079194
OQMD-9435311.vasp,Bi4Cl4S4,-24.33929005
OQMD-7759077.vasp,Br6K2,-7.31388153
OQMD-2028497.vasp,B4K12S12,-73.13937672
OQMD-2025684.vasp,Hf4O18P4,-176.52030593
OQMD-9434125.vasp,Ag2Cl8Ga2,-13.93468211
OQMD-1919505.vasp,K8Te12,-13.54915328
OQMD-9714964.vasp,Bi4O20Se6,-112.64036897
OQMD-2025621.vasp,Pt6Se16Ta4,-74.13225401
